手机型号,上市时间,最低价格,最高价格,最小RAM,最大RAM,最小ROM,最大ROM,重量,屏幕尺寸,x0_AMOLED,x0_LCD,x0_LTPS,x0_LTPS LCD,x0_OLED,x0_Optic AMOLED,x0_Super AMOLED,x0_TFT LCD,分辨率,芯片型号,CPU得分,CPU核数,CPU主频率,GPU,操作系统,摄像头数,后置主像素,前置主像素,电池容量,x0_Micro USB,x0_Type-C,x0_USB-C,充电功率,x0_全网通,x0_No,x0_Yes,无线充电,target
11.0,1.0,2.0,2.0,6,8,128,128,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,8.0,78.2,8,1.0,24.0,15.0,4,2400,2400,1.0,0.0,1.0,0.0,10.0,1.0,1.0,0.0,0,0
9.0,0.0,1.0,0.0,4,6,128,128,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,8.0,77.8,8,1.0,24.0,13.0,3,2400,3200,0.0,0.0,1.0,0.0,18.0,1.0,1.0,0.0,0,0
24.0,1.0,1.0,1.0,6,6,128,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,8.0,78.1,8,1.0,24.0,13.0,3,2400,800,0.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,0,0
17.0,2.0,1.0,1.0,4,8,128,128,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,78.1,8,1.0,24.0,15.0,3,4800,1600,1.0,0.0,1.0,0.0,10.0,1.0,1.0,0.0,0,1
16.0,2.0,1.0,0.0,4,6,64,128,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,78.1,8,1.0,24.0,15.0,2,4800,800,1.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,0,0
18.0,2.0,1.0,2.0,6,8,64,128,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,8.0,78.1,8,1.0,24.0,15.0,3,4800,1600,1.0,0.0,1.0,0.0,10.0,1.0,1.0,0.0,0,0
19.0,2.0,0.0,0.0,4,4,64,128,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,26.0,66.0,8,1.0,18.0,17.0,2,1300,800,2.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,0,0
21.0,0.0,0.0,0.0,4,4,64,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,33.0,69.3,8,0.0,12.0,12.0,2,1300,800,1.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,0,1
22.0,0.0,0.0,0.0,4,6,64,128,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,78.1,8,1.0,24.0,12.0,2,1300,1600,1.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,0,1
20.0,0.0,0.0,0.0,2,2,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,27.0,55.2,4,0.0,31.0,12.0,1,1300,500,0.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,0,0
23.0,0.0,0.0,0.0,4,6,64,128,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,37.0,80.1,8,0.0,14.0,12.0,2,1600,800,2.0,1.0,0.0,0.0,18.0,1.0,1.0,0.0,0,0
131.0,2.0,3.0,2.0,8,8,128,256,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,12.0,106.8,8,1.0,26.0,33.0,4,6400,1600,1.0,0.0,1.0,0.0,40.0,1.0,0.0,1.0,0,0
128.0,2.0,2.0,1.0,6,6,128,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,10.0,99.2,8,1.0,25.0,31.0,3,4800,3200,0.0,0.0,1.0,0.0,20.0,1.0,1.0,0.0,0,1
126.0,1.0,3.0,2.0,8,8,128,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,14.0,100.3,8,2.0,21.0,30.0,4,4800,3200,0.0,0.0,1.0,0.0,22.5,1.0,1.0,0.0,0,1
130.0,2.0,1.0,1.0,4,8,64,128,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.0,78.1,8,1.0,19.0,16.0,3,4800,1600,1.0,0.0,1.0,0.0,20.0,1.0,1.0,0.0,0,1
127.0,1.0,3.0,2.0,8,8,128,256,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,14.0,99.2,8,2.0,21.0,30.0,4,4800,3200,1.0,0.0,1.0,0.0,22.5,1.0,1.0,0.0,0,1
129.0,1.0,1.0,1.0,6,6,256,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,9.0,78.1,8,1.0,19.0,16.0,2,2400,3200,0.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,0,1
124.0,0.0,2.0,2.0,6,8,64,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,13.0,88.0,8,1.0,27.0,11.0,2,1600,2400,0.0,0.0,1.0,0.0,22.5,1.0,1.0,0.0,0,1
125.0,0.0,0.0,1.0,4,6,64,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,7.0,78.1,8,1.0,19.0,14.0,2,1300,2400,0.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,0,1
136.0,0.0,0.0,0.0,4,4,64,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,6.0,71.4,8,1.0,30.0,10.0,2,1300,1600,0.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,0,1
141.0,2.0,3.0,3.0,6,8,128,128,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,16.0,113.1,8,2.0,29.0,32.0,3,4000,3200,2.0,0.0,1.0,0.0,40.0,1.0,0.0,1.0,0,0
142.0,2.0,3.0,3.0,8,8,128,256,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,17.0,114.3,8,2.0,29.0,32.0,3,4000,3200,1.0,0.0,1.0,0.0,40.0,1.0,0.0,1.0,27,0
140.0,0.0,2.0,3.0,6,8,128,256,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,14.0,100.3,8,2.0,21.0,29.0,2,4800,2500,1.0,0.0,1.0,0.0,22.5,1.0,1.0,0.0,0,1
145.0,0.0,0.0,0.0,2,2,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,24.0,55.2,4,0.0,31.0,10.0,1,1300,500,0.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,0,0
146.0,0.0,0.0,0.0,2,3,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,31.0,65.1,8,0.0,11.0,10.0,2,1300,800,0.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,0,0
147.0,0.0,0.0,0.0,3,4,32,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,33.0,69.3,8,0.0,12.0,10.0,2,1300,800,0.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,0,1
148.0,0.0,0.0,0.0,3,3,32,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,28.0,55.2,8,1.0,17.0,14.0,1,1300,800,0.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,0,0
149.0,0.0,0.0,0.0,4,4,32,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,35.0,75.5,8,0.0,12.0,12.0,2,1300,800,1.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,0,1
150.0,2.0,0.0,0.0,4,4,64,128,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,28.0,55.2,8,1.0,17.0,0.0,2,1300,800,2.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,0,0
137.0,0.0,3.0,3.0,6,8,128,256,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,100.3,8,2.0,21.0,28.0,3,1600,1600,0.0,0.0,1.0,0.0,40.0,1.0,1.0,0.0,0,0
138.0,0.0,2.0,2.0,6,8,64,128,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,88.0,8,1.0,27.0,12.0,2,2400,1300,2.0,0.0,1.0,0.0,22.5,1.0,1.0,0.0,0,0
139.0,2.0,0.0,1.0,4,6,64,128,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,78.1,8,1.0,19.0,12.0,3,4800,800,1.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,0,1
143.0,0.0,1.0,2.0,4,6,64,128,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,13.0,88.0,8,1.0,27.0,12.0,2,1600,1600,0.0,0.0,1.0,0.0,18.0,1.0,1.0,0.0,0,0
144.0,2.0,0.0,0.0,2,3,32,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,25.0,55.2,8,1.0,17.0,14.0,1,1300,500,0.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,0,0
134.0,2.0,1.0,2.0,4,8,64,128,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,10.0,99.1,8,1.0,25.0,14.0,2,4800,1600,1.0,0.0,1.0,0.0,10.0,1.0,1.0,0.0,0,1
135.0,2.0,2.0,2.0,8,8,128,256,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,10.0,99.2,8,1.0,25.0,14.0,3,4800,1600,1.0,0.0,1.0,0.0,10.0,1.0,1.0,0.0,0,0
132.0,0.0,0.0,1.0,4,6,64,128,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,78.1,8,1.0,19.0,12.0,2,2000,1600,0.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,0,1
133.0,0.0,0.0,1.0,4,6,64,128,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,37.0,80.1,8,0.0,14.0,12.0,2,1600,800,2.0,1.0,0.0,0.0,18.0,1.0,1.0,0.0,0,0
114.0,2.0,4.0,4.0,8,12,128,256,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,108.4,8,2.0,10.0,27.0,4,10800,2000,2.0,0.0,1.0,0.0,30.0,1.0,0.0,1.0,30,1
115.0,2.0,4.0,4.0,8,12,256,512,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,108.4,8,2.0,10.0,27.0,4,10800,2000,2.0,0.0,1.0,0.0,50.0,1.0,0.0,1.0,30,0
118.0,2.0,3.0,0.0,6,8,128,256,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,48.0,102.4,8,2.0,9.0,26.0,3,4800,2000,0.0,0.0,1.0,0.0,27.0,1.0,1.0,0.0,20,1
119.0,2.0,4.0,4.0,8,12,256,512,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,49.0,104.4,8,2.0,9.0,27.0,3,4800,2000,1.0,0.0,1.0,0.0,20.0,1.0,1.0,0.0,10,0
116.0,0.0,2.0,3.0,6,8,128,128,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,47.0,96.5,8,2.0,8.0,1.0,2,1200,2000,0.0,0.0,1.0,0.0,18.0,1.0,1.0,0.0,0,1
117.0,0.0,0.0,1.0,4,6,64,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,38.0,80.1,8,1.0,14.0,1.0,2,1200,2400,0.0,0.0,1.0,0.0,10.0,1.0,1.0,0.0,0,0
120.0,2.0,3.0,3.0,6,8,128,256,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,45.0,93.6,8,1.0,6.0,27.0,4,10800,3200,2.0,0.0,1.0,0.0,30.0,1.0,1.0,0.0,0,0
121.0,1.0,1.0,2.0,6,8,64,256,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,43.0,84.0,8,1.0,5.0,27.0,3,4800,3200,1.0,0.0,1.0,0.0,18.0,1.0,1.0,0.0,0,0
122.0,1.0,1.0,0.0,6,6,64,128,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,39.0,82.6,8,0.0,3.0,26.0,3,4800,3200,1.0,0.0,1.0,0.0,10.0,1.0,1.0,0.0,0,1
123.0,0.0,0.0,0.0,4,6,64,128,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,36.0,75.8,8,0.0,13.0,1.0,2,1200,800,2.0,0.0,1.0,0.0,18.0,1.0,1.0,0.0,0,0
75.0,2.0,3.0,3.0,6,8,128,256,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,50.0,108.4,8,2.0,10.0,27.0,4,6400,2000,2.0,0.0,1.0,0.0,33.0,1.0,0.0,1.0,0,0
73.0,2.0,2.0,2.0,6,8,128,256,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,45.0,93.6,8,1.0,6.0,27.0,4,6400,2000,2.0,0.0,1.0,0.0,27.0,1.0,1.0,0.0,0,1
74.0,2.0,2.0,2.0,6,8,64,256,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,46.0,92.3,8,1.0,7.0,27.0,4,6400,2000,2.0,0.0,1.0,0.0,30.0,1.0,0.0,1.0,0,0
70.0,0.0,1.0,1.0,6,8,64,256,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,45.0,93.6,8,1.0,6.0,26.0,3,4800,2000,1.0,0.0,1.0,0.0,18.0,1.0,1.0,0.0,0,0
71.0,0.0,2.0,2.0,6,8,64,256,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,48.0,102.9,8,2.0,9.0,26.0,3,4800,2000,1.0,0.0,1.0,0.0,27.0,1.0,1.0,0.0,0,1
72.0,2.0,3.0,3.0,8,12,128,512,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,49.0,104.4,8,2.0,9.0,26.0,3,4800,2000,1.0,0.0,1.0,0.0,27.0,1.0,1.0,0.0,0,0
69.0,2.0,0.0,0.0,3,4,32,64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,32.0,64.4,8,0.0,11.0,26.0,1,1200,800,2.0,0.0,1.0,0.0,18.0,1.0,1.0,0.0,0,1
68.0,2.0,0.0,0.0,3,4,32,64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,32.0,64.4,8,0.0,11.0,26.0,2,1200,800,2.0,0.0,1.0,0.0,18.0,1.0,1.0,0.0,0,0
78.0,1.0,0.0,0.0,4,6,64,128,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,39.0,82.6,8,0.0,3.0,26.0,4,4800,1300,1.0,0.0,1.0,0.0,18.0,1.0,1.0,0.0,0,1
79.0,1.0,1.0,1.0,6,8,64,256,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,92.3,8,0.0,21.0,26.0,4,6400,2000,2.0,0.0,1.0,0.0,18.0,1.0,1.0,0.0,0,1
67.0,1.0,0.0,0.0,2,3,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,32.0,64.4,8,0.0,11.0,26.0,1,1300,500,1.0,0.0,1.0,0.0,10.0,1.0,1.0,0.0,0,0
66.0,0.0,0.0,0.0,2,4,16,64,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,35.0,74.1,8,0.0,12.0,26.0,2,1200,800,1.0,0.0,1.0,0.0,10.0,1.0,1.0,0.0,0,1
76.0,0.0,0.0,0.0,3,6,32,128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,38.0,80.1,8,1.0,14.0,26.0,2,4800,1300,1.0,0.0,1.0,0.0,10.0,1.0,1.0,0.0,0,1
77.0,0.0,1.0,0.0,6,6,128,128,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,40.0,83.4,8,0.0,15.0,26.0,2,4800,1300,1.0,0.0,1.0,0.0,18.0,1.0,1.0,0.0,0,1
64.0,0.0,0.0,0.0,3,4,32,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,34.0,70.6,8,0.0,12.0,1.0,2,1200,500,1.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,0,1
65.0,0.0,0.0,0.0,2,3,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,71.8,4,0.0,9.0,1.0,1,1300,500,0.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,0,1
40.0,2.0,4.0,4.0,12,12,256,256,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,50.0,106.7,8,2.0,10.0,8.0,3,4800,3200,2.0,0.0,1.0,0.0,65.0,1.0,0.0,1.0,0,0
39.0,2.0,4.0,4.0,8,8,128,256,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,50.0,108.4,8,2.0,10.0,8.0,3,4800,3200,2.0,0.0,1.0,0.0,65.0,1.0,0.0,1.0,0,0
51.0,2.0,4.0,4.0,8,12,128,256,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,46.0,92.3,8,1.0,7.0,7.0,4,4800,3200,1.0,0.0,1.0,0.0,30.0,1.0,0.0,1.0,0,0
50.0,2.0,3.0,3.0,8,12,128,128,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,23.0,101.9,8,1.0,23.0,7.0,4,6400,3200,1.0,0.0,1.0,0.0,30.0,1.0,0.0,1.0,0,0
52.0,2.0,3.0,3.0,8,8,128,128,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,46.0,92.3,8,1.0,7.0,7.0,4,4800,3200,1.0,0.0,1.0,0.0,30.0,1.0,0.0,1.0,0,0
46.0,2.0,3.0,3.0,8,12,128,256,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,49.0,104.0,8,2.0,9.0,5.0,4,4800,1600,1.0,0.0,1.0,0.0,65.0,1.0,1.0,0.0,0,0
49.0,2.0,3.0,2.0,8,8,128,128,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,92.2,8,1.0,16.0,5.0,4,4800,1600,1.0,0.0,1.0,0.0,20.0,1.0,1.0,0.0,0,0
48.0,2.0,3.0,3.0,8,8,128,128,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,45.0,93.4,8,1.0,6.0,4.0,4,4800,1600,1.0,0.0,1.0,0.0,18.0,1.0,1.0,0.0,0,0
44.0,1.0,2.0,2.0,6,8,128,256,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,43.0,84.0,8,1.0,5.0,4.0,3,4800,1600,0.0,0.0,1.0,0.0,18.0,1.0,1.0,0.0,0,0
47.0,1.0,2.0,2.0,6,8,128,256,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,92.2,8,1.0,16.0,4.0,3,4800,3200,1.0,0.0,1.0,0.0,18.0,1.0,1.0,0.0,0,0
45.0,1.0,3.0,3.0,6,8,128,256,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,48.0,102.6,8,2.0,9.0,4.0,3,4800,1600,1.0,0.0,1.0,0.0,18.0,1.0,1.0,0.0,0,0
37.0,1.0,1.0,1.0,4,6,128,128,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,21.0,80.9,8,0.0,17.0,4.0,3,1600,1600,1.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,0,0
38.0,2.0,2.0,2.0,8,8,128,128,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,20.0,63.3,8,0.0,20.0,6.0,4,4800,1600,1.0,0.0,1.0,0.0,18.0,1.0,1.0,0.0,0,0
36.0,2.0,1.0,0.0,4,6,128,128,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,19.0,63.3,8,1.0,17.0,6.0,3,1200,800,2.0,1.0,0.0,0.0,18.0,1.0,1.0,0.0,0,0
33.0,2.0,1.0,1.0,4,6,64,256,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,39.0,82.6,8,0.0,3.0,4.0,4,1200,800,2.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,0,0
34.0,2.0,1.0,1.0,8,8,128,128,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,39.0,82.6,8,0.0,3.0,4.0,4,4800,1600,2.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,0,0
35.0,0.0,0.0,0.0,3,4,32,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,33.0,69.3,8,0.0,1.0,2.0,2,1300,800,2.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,0,0
43.0,2.0,2.0,2.0,6,8,128,256,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,45.0,93.6,8,1.0,6.0,5.0,4,6400,3200,1.0,0.0,1.0,0.0,30.0,1.0,1.0,0.0,0,1
42.0,1.0,1.0,2.0,6,8,64,256,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,43.0,84.1,8,1.0,5.0,4.0,2,1600,1600,0.0,0.0,1.0,0.0,18.0,1.0,1.0,0.0,0,1
41.0,0.0,1.0,1.0,4,6,64,64,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,37.0,80.1,8,0.0,14.0,3.0,2,1600,2500,0.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,0,1
113.0,1.0,3.0,3.0,8,12,128,128,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,49.0,104.0,8,2.0,9.0,39.0,3,4800,1600,2.0,0.0,1.0,0.0,45.0,1.0,1.0,0.0,0,0
110.0,2.0,3.0,4.0,6,12,128,256,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,51.0,109.1,8,2.0,10.0,40.0,4,4800,1600,2.0,0.0,1.0,0.0,55.0,1.0,0.0,1.0,0,0
